sale_id,customer_id,product_id,quantity,sale_date,payment_method,discount,returned
SALE56136,CUSTOMER15378,PROD1395,8,2024-05-06,Credit Card,0.07,False
SALE56137,CUST13430,PROD1689,2,2023-12-11,Cash,0.11,True
SALE56138,CUST13939,PROD1294,6,2023-09-04,Cash,0.08,False
SALE56139,CUST26513,PROD1594,1,2025-01-11,Debit Card,0.13,True
SALE56140,CUSTOMER29368,PROD1329,3,2023-11-05,Debit Card,0.17,False
SALE56141,CUST19251,PROD1864,2,2024-06-05,PayPal,0.26,False
SALE56142,CUSTOMER22489,PROD1881,8,2025-08-12,PayPal,0.25,False
SALE56143,CUSTOMER15217,PROD1408,8,2024-05-28,Debit Card,0.29,False
SALE56144,CUST18016,PROD1903,3,2023-11-01,Cash,0.25,True
SALE56145,,PROD1717,7,9999-99-99,PayPal,0.29,
SALE56146,CUST12736,PROD1392,3,2024-01-14,Debit Card,0.25,False
SALE56147,cust24223,PROD1687,6,2024-09-15,PayPal,0.3,True
SALE56148,CUSTOMER22320,PROD1679,6,01-Jan-2023,Cash,0.11,True
SALE56149,CUST22097,PROD1988,8,2025-01-25,PayPal,0.28,True
SALE56150,cust22086,PROD1341,9,2024-07-05,Cash,0.07,True
SALE56151,CUST22785,PROD1411,7,2024-12-29,Debit Card,0.18,False
SALE56152,CUSTOMER17299,PROD1714,7,2025-03-19,Credit Card,0.25,True
SALE56153,CUSTOMER23958,PROD1424,20,2025-01-28,PayPal,0.23,False
SALE56154,CUST17293,,1,2024-10-04,Credit Card,0.23,False
SALE56155,cust10015,PROD1188,5,2024-05-18,PayPal,0.1,False
SALE56156,CUSTOMER11584,PROD1680,7,2025-06-28,Debit Card,0.27,False
SALE56157,cust19679,PROD1028,7,2025-01-01,Cash,0.13,True
SALE56158,CUSTOMER16335,PROD1505,5,2023-12-02,Cash,0.17,True
SALE56159,CUST16635,PROD1436,8,2023-11-13,Cash,0.08,True
SALE56160,cust20477,PROD1662,4,2024-09-01,Cash,0.05,True
SALE56161,CUSTOMER29036,PROD1144,6,2024-03-01,Cash,0.26,True
SALE56162,CUSTOMER11328,,6,2024-09-27,PayPal,0.26,True
SALE56163,cust12583,PROD1818,6,2024-03-30,Cash,0.07,False
SALE56164,CUST21416,PROD1751,7,01/01/2023,PayPal,0.02,True
SALE56165,CUST22990,PROD1320,1,2023-09-13,Credit Card,0.05,False
SALE56166,CUST19677,PROD1081,7,2024-07-11,Cash,0.18,True
SALE56167,cust10416,PROD1924,5,2024-03-16,Credit Card,0.09,True
SALE56168,CUST25022,PROD1243,9,2023-12-06,Credit Card,0.1,False
SALE56169,CUSTOMER21965,PROD1747,5,2025-01-21,Debit Card,0.05,False
SALE56170,CUST20797,PROD1061,4,2024-03-31,Credit Card,0.2,True
SALE56171,CUST23216,PROD1595,7,2023-12-16,Debit Card,0.27,True
SALE56172,CUSTOMER28577,PROD1417,7,2024-05-05,Cash,0.23,False
SALE56173,CUST19362,PROD1114,4,2024-07-24,PayPal,0.06,False
SALE56174,CUSTOMER13006,PROD1872,4,2024-10-02,,0.18,False
SALE56175,cust18671,PROD1771,8,2023-12-17,Credit Card,0.21,True
SALE56176,CUSTOMER22776,PROD1144,7,2025-05-13,,0.26,True
SALE56177,CUST24517,PROD1471,8,2024-03-27,Debit Card,0.26,False
SALE56178,CUST16902,PROD1750,8,01-Jan-2023,Debit Card,0.19,True
SALE56179,CUST21147,PROD1231,4,2024-06-16,PayPal,0.27,Tru...
SALE56180,CUST14769,,8,2023-08-27,PayPal,0.28,False
SALE56181,CUST26529,PROD1723,4,2024-12-08,PayPal,0.05,True
SALE56182,CUSTOMER16395,PROD1534,8,2024-07-06,Credit Card,0.2,True
SALE56183,,PROD1856,7,2023-09-26,Debit Card,0.09,True
SALE56184,CUST14871,PROD1341,9,2024-06-15,Credit Card,0.08,True
SALE56185,CUST22076,PROD1844,3,2025-02-06,Debit Card,0.19,False
SALE56186,CUST25550,PROD1492,1,2023-10-22,Debit Card,0.15,False
SALE56187,cust24982,PROD1824,7,2024-09-06,Debit Card,0.26,False
SALE56188,,PROD1613,4,2023-08-21,Cash,0.18,True
SALE56189,CUST13324,PROD1786,3,2024-01-13,Cash,0.04,True
SALE56190,cust22878,PROD1672,6,2023-09-16,PayPal,0.15,
SALE56191,CUST14015,PROD1316,5,2025-04-23,,0.14,True
SALE56192,,PROD1639,7,2024-02-13,PayPal,0.21,False
SALE56193,CUSTOMER21926,,4,2025-02-23,Debit Card,0.14,True
SALE56194,CUSTOMER23637,PROD1076,3,2025-06-26,PayPal,0.27,True
SALE56195,cust22887,PROD1786,4,2024-07-08,Credit Card,2.5,True
SALE56196,cust20336,PROD1570,9,0000-00-00,Cash,0.04,True
SALE56197,CUST25172,PROD1295,6,2025-01-10,Cash,0.12,True
SALE56198,CUST23172,PROD1704,2,2025-06-21,PayPal,0.08,True
SALE56199,CUST20156,PROD1305,2,2025-02-25,Cash,0.22,True
SALE56200,cust10446,PROD1169,8,2025-01-20,PayPal,0.19,True
SALE56201,CUST23023,PROD1446,6,2024-04-24,Cash,0.04,False
SALE56202,CUST16967,PROD1328,8,2024-09-10,PayPal,0.08,False
SALE56203,CUST17982,PROD1692,1,2025-06-29,PayPal,0.23,False
SALE56204,CUSTOMER22544,PROD1283,4,2023-11-28,Cash,0.21,True
SALE56205,CUST21716,PROD1595,5,2025-07-14,Credit Card,0.25,True
SALE56206,CUST21151,PROD1652,4,2024-09-16,Credit Card,0.12,False
SALE56207,CUST26670,PROD1327,8,2024-06-14,Cash,0.24,True
SALE56208,,PROD1228,8,2025-02-13,PayPal,0.17,False
SALE56209,cust13753,,5,2024-07-09,PayPal,0.11,True
SALE56210,cust24667,PROD1956,3,2024-09-15,Cash,0.12,False
SALE56211,CUST13794,PROD1041,3,2024-03-18,Debit Card,0.12,True
SALE56212,cust12760,PROD1376,2,2025-05-28,Cash,0.23,False
SALE56213,cust11824,PROD1482,3,2023-09-27,Credit Card,0.18,False
SALE56214,cust23842,PROD1898,3,2023-12-26,PayPal,0.26,False
SALE56215,cust28689,PROD1831,2,2024-02-24,Debit Card,0.19,True
SALE56216,CUSTOMER23395,PROD1359,4,2025-08-07,PayPal,0.26,True
SALE56217,cust25059,PROD1278,1,2024-08-29,PayPal,0.24,True
SALE56218,CUSTOMER28703,PROD1633,8,2023-12-23,Cash,0.27,False
SALE56219,CUSTOMER22784,PROD1302,4,2024-01-08,PayPal,0.21,
SALE56220,cust29633,PROD1084,3,2024-04-08,,0.25,False
SALE56221,CUSTOMER17388,PROD1338,8,2024-05-09,Cash,0.16,False
SALE56222,CUST16018,PROD1524,4,2025-04-30,Credit Card,0.29,True
SALE56223,cust19197,PROD1472,1,2024-03-25,Cash,0.01,False
SALE56224,cust29157,PROD1314,9,2024-11-14,PayPal,0.11,False
SALE56225,CUSTOMER23325,PROD1277,7,2025-03-12,PayPal,0.19,False
SALE56226,CUST15056,PROD1610,40,2023-09-03,Debit Card,0.27,True
SALE56227,CUSTOMER17425,PROD1125,6,2025-04-24,Cash,0.12,False
SALE56228,CUST20197,PROD1349,5,2024-12-01,Cash,0.15,True
SALE56229,,PROD1682,5,2025-01-22,Credit Card,0.19,False
SALE56230,CUSTOMER16581,PROD1012,9,2023-12-27,Cash,0.26,True
SALE56231,,,7,2024-10-01,PayPal,0.08,False
SALE56232,CUST29680,PROD1144,8,2024-06-03,PayPal,0.27,True
SALE56233,CUST15640,PROD1160,9,2025-06-28,Debit Card,0.03,False
SALE56234,cust26490,PROD1748,1,2024-07-12,Debit Card,0.08,True
SALE56235,cust20340,PROD1610,5,2024-01-27,Debit Card,0.02,False
SALE56236,cust12736,PROD1337,5,2024-07-19,Cash,0.13,True
SALE56237,cust21293,PROD1068,8,2025-04-29,Cash,0.01,False
SALE56238,,PROD1758,7,2025-02-20,PayPal,0.18,True
SALE56239,CUST16082,PROD1557,7,2025-06-09,Debit Card,0.01,False
SALE56240,CUSTOMER27262,PROD1756,2,2025-03-15,Cash,0.25,True
SALE56241,,PROD1381,1,2025-05-25,,0.21,True
SALE56242,CUSTOMER26273,PROD1678,5,2025-07-01,Credit Card,0.05,False
SALE56243,CUST29611,PROD1998,3,2025-05-21,Cash,0.06,True
SALE56244,cust19320,PROD1575,1,2023-12-27,Cash,0.08,False
SALE56245,CUSTOMER24548,PROD1611,3,2024-07-20,Debit Card,0.26,False
SALE56246,,PROD1449,4,not a date,Credit Card,0.12,True
SALE56247,CUST19492,PROD1960,7,2025-07-30,Debit Card,0.04,False
SALE56248,CUSTOMER12267,PROD1385,3,2023-09-13,Cash,0.21,
SALE56249,cust26375,PROD1527,3,2025-06-25,Cash,0.2,False
SALE56250,CUST17071,PROD1087,3,2024-05-21,Debit Card,0.02,True
SALE56251,cust17319,PROD1076,90,2024-06-17,PayPal,0.06,True
SALE56252,CUST18103,PROD1389,2,2023-10-07,Credit Card,0.05,False
SALE56253,CUSTOMER23589,PROD1719,2,2024-01-31,PayPal,0.04,True
SALE56254,cust11828,PROD1323,7,2024-01-28,Cash,0.01,False
SALE56255,CUSTOMER13793,PROD1360,8,2024-04-28,Credit Card,0.1,False
SALE56256,CUST11743,PROD1005,6,2023-12-05,PayPal,0.17,True
SALE56257,CUST25393,PROD1849,3,2023-09-17,Credit Card,0.02,True
SALE56258,CUST27621,PROD1920,3,2024-04-07,Cash,0.18,False
SALE56259,CUSTOMER23926,PROD1713,8,2025-02-13,Cash,0.21,True
SALE56260,CUSTOMER25658,PROD1534,7,2025-03-19,,0.03,False
SALE56261,CUST22553,PROD1622,8,2024-07-24,Cash,0.24,False
SALE56262,cust11478,PROD1115,2,2024-07-05,Debit Card,0.14,False
SALE56263,CUSTOMER22048,PROD1317,5,2023-09-04,PayPal,0.07,True
SALE56264,CUSTOMER17035,PROD1609,3,2023-11-03,Debit Card,0.13,True
SALE56265,CUST19265,PROD1063,5,2024-03-17,Debit Card,0.05,False
SALE56266,CUSTOMER20970,PROD1866,1,2024-01-23,Debit Card,0.02,True
SALE56267,CUST11197,PROD1536,4,2024-12-25,Debit Card,0.26,False
SALE56268,CUST16714,PROD1451,6,2024-04-28,Debit Card,0.19,False
SALE56269,CUST20755,PROD1432,6,2023-11-03,Debit Card,0.3,True
SALE56270,CUST27944,PROD1619,2,2024-04-29,PayPal,0.17,True
SALE56271,CUSTOMER13270,PROD1577,9,2023-10-01,Cash,0.1,False
SALE56272,CUST24031,PROD1120,7,2024-07-02,Debit Card,0.29,False
SALE56273,CUST21879,,6,2024-07-18,Cash,0.19,False
SALE56274,CUSTOMER20136,PROD1380,1,2025-05-28,Debit Card,0.11,False
SALE56275,CUST27699,PROD1476,9,2024-05-10,Cash,0.02,True
SALE56276,CUST11814,PROD1285,2,2024-02-11,Credit Card,0.01,True
SALE56277,cust22870,PROD1567,7,2023-09-13,Credit Card,0.13,True
SALE56278,cust13574,PROD1773,2,2024-01-06,Credit Card,0.29,True
SALE56279,CUSTOMER26752,PROD1964,4,2025-03-03,Debit Card,0.25,True
SALE56280,CUST20215,PROD1030,2,2024-03-18,Credit Card,0.02,False
SALE56281,CUSTOMER22519,PROD1061,6,2024-03-03,Cash,0.18,True
SALE56282,CUST19880,PROD1309,6,not a date,Credit Card,0.28,False
SALE56283,,PROD1747,6,2024-05-06,,0.24,True
SALE56284,CUST26187,PROD1516,3,2025-05-17,PayPal,0.13,True
SALE56285,CUSTOMER22333,PROD1687,7,2024-08-25,PayPal,0.21,False
SALE56286,CUST10203,PROD1999,4,2025-05-07,Credit Card,0.06,True
SALE56287,CUSTOMER27138,,6,2024-04-28,Cash,0.05,False
SALE56288,CUST22155,PROD1959,1,2024-06-25,Debit Card,0.19,True
SALE56289,cust24804,PROD1790,1,2024-04-10,Debit Card,0.08,False
SALE56290,CUST22820,PROD1987,6,2025-02-17,Credit Card,0.03,False
SALE56291,cust20023,PROD1590,6,2023-12-25,Credit Card,0.27,True
SALE56292,CUST24060,PROD1044,5,2024-08-20,Credit Card,0.02,False
SALE56293,CUST10840,PROD1537,7,2025-05-26,Debit Card,0.06,True
SALE56294,CUST16675,PROD1679,1,2023-09-07,PayPal,0.07,True
SALE56295,cust22315,PROD1013,8,2025-03-15,Debit Card,0.22,False
SALE56296,CUST16642,PROD1885,5,2025-05-10,Cash,0.12,True
SALE56297,CUST15536,PROD1730,2,2024-01-13,PayPal,0.15,False
SALE56298,CUST19276,PROD1158,5,2025-02-05,,0.24,True
SALE56299,CUST14268,PROD1385,6,2024-06-05,Credit Card,0.09,False
SALE56300,cust27608,PROD1838,5,2025-03-06,Debit Card,0.14,True
SALE56301,CUST24124,PROD1509,7,2024-07-07,Cash,0.17,False
SALE56302,CUST23262,PROD1745,2,2024-01-05,Debit Card,0.06,True
SALE56303,cust15852,PROD1526,7,2025-07-14,PayPal,0.05,False
SALE56304,CUST14706,PROD1147,9,2024-11-02,Credit Card,0.26,False
SALE56305,cust26361,PROD1164,2,2024-12-29,PayPal,0.2,False
SALE56306,CUST13227,PROD1261,5,2025-01-31,Cash,0.21,True
SALE56307,cust14644,,7,2024-03-14,Credit Card,0.05,False
SALE56308,CUST12856,PROD1015,4,2024-02-07,PayPal,0.14,text_False
SALE56309,cust24967,PROD1751,4,2024-04-10,Cash,0.04,False
SALE56310,CUST17330,PROD1814,5,2024-01-20,Debit Card,0.11,False
SALE56311,CUST23438,PROD1616,4,2024-02-15,Cash,0.28,False
SALE56312,CUSTOMER22690,PROD1796,6,2025-07-10,,0.03,
SALE56313,CUST21030,PROD1243,4,2024-11-11,Credit Card,0.27,True
SALE56314,CUST24262,PROD1317,8,2025-01-15,Debit Card,0.04,False
SALE56315,CUST23722,PROD1134,7,2024-11-25,PayPal,0.17,True
SALE56316,cust24976,PROD1796,3,2024-03-08,PayPal,0.18,True
SALE56317,CUSTOMER17591,PROD1862,4,2025-08-09,Debit Card,0.11,True
SALE56318,CUST29903,PROD1511,9,01/01/2023,,0.21,True
SALE56319,CUST11830,PROD1275,3,2023-02-30,Credit Card,0.11,True
SALE56320,CUST22381,PROD1925,9,2024-01-12,Cash,0.02,True
SALE56321,CUST11450,PROD1616,5,2024-04-06,PayPal,0.19,False
SALE56322,CUSTOMER26009,PROD1460,4,0000-00-00,Credit Card,0.19,True
SALE56323,CUST15202,,7,2025-01-17,Credit Card,0.23,True
SALE56324,CUST26313,PROD1302,7,2024-12-27,Cash,0.17,False
SALE56325,CUST26214,PROD1468,1,2025-05-20,Cash,0.07,False
SALE56326,CUST15344,PROD1328,6,2025-07-06,Debit Card,0.06,False
SALE56327,CUST16398,PROD1174,3,2025-04-18,Cash,0.24,True
SALE56328,CUST23550,PROD1168,3,2024-01-20,Debit Card,0.1,False
SALE56329,CUST22237,PROD1516,4,2024-12-18,Debit Card,0.14,False
SALE56330,CUST24623,PROD1808,3,2025-03-04,Debit Card,0.17,False
SALE56331,cust23504,PROD1065,2,2023-12-17,Debit Card,0.26,False
SALE56332,CUST12463,PROD1379,6,2024-07-16,Cash,0.25,False
SALE56333,cust18481,PROD1345,3,2024-08-29,Cash,0.1,False
SALE56334,cust25058,PROD1079,8,2023-02-30,Credit Card,0.02,True
SALE56335,cust24171,PROD1323,3,2025-07-26,Credit Card,0.03,True
SALE56336,CUSTOMER23475,PROD1415,9,2023-09-15,Debit Card,0.27,True
SALE56337,CUSTOMER21555,PROD1190,8,2023-11-24,Credit Card,0.27,False
SALE56338,,PROD1854,2,2025-03-03,Debit Card,0.09,False
SALE56339,CUSTOMER13873,PROD1652,1,2024-01-16,Debit Card,0.14,False
SALE56340,CUSTOMER23653,PROD1305,5,2025-02-27,Cash,0.26,True
SALE56341,CUST18360,PROD1628,3,2023-12-10,PayPal,0.0,True
SALE56342,cust10918,PROD1630,8,2025-07-22,PayPal,0.1,False
SALE56343,CUSTOMER15125,PROD1239,4,2024-11-18,Debit Card,0.05,True
SALE56344,cust15170,PROD1757,1,2025-05-25,Cash,0.26,False
SALE56345,cust22941,PROD1501,2,2025-03-28,Debit Card,0.18,True
SALE56346,cust13605,PROD1143,2,2024-02-23,Credit Card,0.11,True
SALE56347,CUSTOMER14167,PROD1606,2,2025-02-08,Cash,0.01,True
SALE56348,CUST16415,PROD1615,1,2023-11-21,PayPal,0.25,True
SALE56349,cust18368,PROD1323,5,2025-04-07,PayPal,0.22,text_False
SALE56350,CUSTOMER29075,PROD1822,6,2023-10-16,Debit Card,0.0,False
SALE56351,cust18361,PROD1931,6,2024-10-30,Cash,0.1,True
SALE56352,CUST21119,PROD1743,1,2025-07-05,Cash,0.08,True
SALE56353,,PROD1954,1,2025-01-17,Cash,0.15,False
SALE56354,CUST15711,PROD1955,3,2024-07-06,Credit Card,0.16,True
SALE56355,cust18738,PROD1706,9,2023-11-24,PayPal,0.14,False
SALE56356,CUST18603,PROD1860,2,01/01/2023,Credit Card,0.28,False
SALE56357,CUSTOMER29485,PROD1939,9,2024-05-25,Credit Card,0.2,True
SALE56358,CUST12862,PROD1718,2,2023-09-07,Credit Card,0.19,False
SALE56359,CUST24922,PROD1138,8,2025-01-01,Debit Card,0.15,False
SALE56360,CUSTOMER24106,PROD1035,9,2024-10-15,Cash,0.02,True
SALE56361,CUSTOMER18876,PROD1279,10,2024-05-28,PayPal,0.22,True
SALE56362,cust27629,PROD1211,5,2024-02-08,Debit Card,0.13,True
SALE56363,CUST16024,PROD1034,1,2025-07-27,PayPal,0.26,True
SALE56364,CUSTOMER23850,PROD1097,4,2024-11-15,Cash,0.02,False
SALE56365,CUST13157,PROD1414,6,2024-12-16,Credit Card,0.02,False
SALE56366,CUST19871,PROD1058,7,2025-04-05,Credit Card,0.26,True
SALE56367,CUST27213,PROD1295,9,2024-06-05,Cash,0.22,Tru...
SALE56368,CUSTOMER12395,PROD1142,8,2024-06-26,Cash,0.26,True
SALE56369,cust10845,PROD1852,3,2023-11-14,Credit Card,0.2,False
SALE56370,CUST28949,PROD1424,6,2023-10-17,PayPal,0.23,True
SALE56371,CUST29511,PROD1878,1,2024-05-02,Debit Card,0.08,True
SALE56372,cust21147,,9,2024-07-06,,0.08,True
SALE56373,CUST25673,PROD1766,7,2024-06-27,Cash,0.12,True
SALE56374,CUST26804,PROD1882,4,2024-05-11,PayPal,0.28,False
SALE56375,cust12326,PROD1506,9,01/01/2023,PayPal,0.12,False
SALE56376,CUST28413,PROD1379,2,2024-01-04,Credit Card,0.27,True
SALE56377,CUSTOMER18003,PROD1639,3,9999-99-99,Credit Card,0.02,True
SALE56378,CUSTOMER16672,PROD1614,5,2025-05-19,PayPal,0.17,False
SALE56379,cust27018,PROD1654,8,2024-03-05,Cash,0.22,False
SALE56380,CUST10554,PROD1783,4,2024-05-21,PayPal,0.16,False
SALE56381,cust26092,PROD1754,8,2024-09-17,Cash,0.09,True
SALE56382,cust10411,PROD1491,3,2025-06-18,PayPal,0.24,False
SALE56383,CUST17244,PROD1707,3,2024-12-30,PayPal,0.23,True
SALE56384,CUST17831,PROD1756,1,2024-10-28,,0.21,False
SALE56385,,PROD1187,6,2025-04-13,Credit Card,0.15,False
SALE56386,CUST21492,,5,2024-09-12,Cash,0.07,False
SALE56387,CUST22902,PROD1585,2,2025-04-02,Cash,0.26,False
SALE56388,cust23688,PROD1962,7,2024-01-27,Cash,0.3,False
SALE56389,CUST25836,PROD1518,2,2025-03-08,Credit Card,0.27,text_False
SALE56390,cust10310,PROD1313,2,2024-02-26,Debit Card,0.14,False
SALE56391,CUST21147,PROD1399,2,2024-04-10,,0.1,True
SALE56392,CUST16333,PROD1642,3,2024-02-08,PayPal,0.08,True
SALE56393,CUST18141,PROD1531,2,2023-11-07,PayPal,0.17,False
SALE56394,CUSTOMER11319,PROD1930,9,2025-01-23,Debit Card,0.25,True
SALE56395,CUST27458,PROD1371,4,2024-08-20,PayPal,0.22,False
SALE56396,CUSTOMER20754,PROD1520,3,2024-10-12,,0.06,False
SALE56397,CUST12839,PROD1827,6,2024-07-31,,0.16,True
SALE56398,CUST29640,PROD1970,3,2023-08-30,Debit Card,0.09,False
SALE56399,CUST27549,PROD1349,3,2024-09-29,Credit Card,0.2,False
SALE56400,CUSTOMER16529,PROD1468,3,2025-06-21,Cash,0.25,False
SALE56401,CUSTOMER27795,,1,2024-03-31,Credit Card,0.0,True
SALE56402,CUST22631,PROD1985,8,2023-09-28,Cash,0.09,False
SALE56403,CUST11884,PROD1030,3,2025-07-15,PayPal,0.22,False
SALE56404,CUSTOMER23019,PROD1379,6,2025-02-06,Debit Card,0.04,False
SALE56405,CUSTOMER28633,PROD1017,5,2024-06-24,Debit Card,0.14,False
SALE56406,CUST23192,,2,2024-05-21,Debit Card,0.1,False
SALE56407,cust15988,PROD1986,6,2024-08-29,PayPal,0.04,False
SALE56408,CUSTOMER20078,PROD1874,1,2025-04-25,Debit Card,0.05,True
SALE56409,CUST27940,PROD1808,9,2025-07-06,Credit Card,0.21,True
SALE56410,CUST29820,PROD1329,2,2025-06-30,Credit Card,0.22,True
SALE56411,CUST21929,PROD1481,9,2025-05-02,Debit Card,0.19,False
SALE56412,cust23654,PROD1372,3,2024-06-23,Debit Card,0.2,True
SALE56413,cust28743,PROD1610,1,2024-08-29,Cash,0.15,False
SALE56414,CUST12833,PROD1780,2,2025-03-29,Debit Card,0.06,False
SALE56415,CUST12081,PROD1921,9,not a date,Debit Card,0.07,True
SALE56416,,PROD1589,7,2024-08-26,Debit Card,0.1,True
SALE56417,cust16366,PROD1482,3,2024-05-08,Cash,0.23,False
SALE56418,CUST10440,PROD1369,5,2024-12-08,Cash,0.29,False
SALE56419,cust27777,PROD1728,1,2025-04-03,Cash,0.18,False
SALE56420,CUST29277,PROD1201,3,2025-05-22,Cash,0.15,False
SALE56421,cust24447,PROD1753,5,2025-08-05,Debit Card,0.03,False
SALE56422,CUST21746,PROD1634,2,2024-03-09,Credit Card,0.1,False
SALE56423,CUST27298,PROD1167,2,2023-09-08,Debit Card,0.06,True
SALE56424,,PROD1836,2,2023-09-08,PayPal,0.1,False
SALE56425,CUSTOMER16976,PROD1582,1,2025-01-02,Credit Card,0.01,False
SALE56426,CUST28196,PROD1691,5,2024-02-05,Debit Card,0.02,False
SALE56427,cust10926,PROD1084,9,2024-07-08,PayPal,0.01,True
SALE56428,cust18472,PROD1545,6,2024-11-30,Cash,0.12,False
SALE56429,CUST11801,,7,2024-03-15,PayPal,0.22,False
SALE56430,CUSTOMER19717,PROD1789,3,2025-02-20,Debit Card,0.28,False
SALE56431,CUSTOMER18779,PROD1640,7,9999-99-99,Debit Card,0.16,False
SALE56432,cust13200,PROD1967,4,2024-08-05,PayPal,0.05,True
SALE56433,cust22736,PROD1666,2,2025-03-25,Credit Card,0.18,False
SALE56434,cust12437,PROD1680,6,2024-10-02,Debit Card,0.1,True
SALE56435,cust22976,PROD1109,4,2024-03-12,Cash,0.29,True
SALE56436,CUSTOMER23296,PROD1636,9,2025-01-19,Cash,0.01,False
SALE56437,cust13201,PROD1260,4,2025-05-06,Debit Card,0.15,True
SALE56438,CUSTOMER16593,PROD1041,6,2024-12-20,Credit Card,0.17,True
SALE56439,cust10117,PROD1352,8,2024-11-20,PayPal,0.29,False
SALE56440,CUSTOMER23021,PROD1287,6,2025-08-10,Credit Card,0.23,False
SALE56441,,PROD1512,9,2024-11-19,Cash,0.28,True
SALE56442,CUSTOMER20743,PROD1861,5,2025-05-04,PayPal,0.0,True
SALE56443,CUST19309,PROD1257,6,2025-07-05,Credit Card,0.1,False
SALE56444,CUSTOMER27241,PROD1423,3,2024-11-03,Cash,0.01,True
SALE56445,CUST21450,,8,2024-05-08,Cash,0.0,True
SALE56446,cust16351,PROD1366,8,2023-12-19,Debit Card,0.05,False
SALE56447,cust28789,PROD1941,2,2025-02-08,Credit Card,0.03,True
SALE56448,CUST23741,PROD1176,4,2024-07-05,,0.06,True
SALE56449,CUST12888,PROD1594,2,2024-12-26,Cash,0.05,True
SALE56450,cust10421,PROD1948,4,2024-12-08,,0.14,True
SALE56451,CUST19527,PROD1083,2,2025-05-26,PayPal,0.28,False
SALE56452,CUST26873,,2,2024-09-29,Cash,0.13,False
SALE56453,CUST10650,PROD1856,8,2024-07-09,Debit Card,0.11,False
SALE56454,CUST26875,PROD1547,9,2025-02-07,Debit Card,0.09,True
SALE56455,cust28412,,7,2025-05-03,Credit Card,0.16,False
SALE56456,CUSTOMER10199,PROD1199,3,2023-11-03,Debit Card,0.15,True
SALE56457,CUST20304,PROD1369,6,2024-02-02,PayPal,0.11,False
SALE56458,CUST25678,PROD1534,6,2025-01-01,PayPal,0.26,False
SALE56459,CUSTOMER18586,PROD1052,7,2025-06-15,,0.21,False
SALE56460,CUST29093,PROD1374,2,2025-08-11,Cash,2.4,False
SALE56461,cust27130,PROD1559,9,2023-08-24,Credit Card,0.09,False
SALE56462,CUSTOMER25885,PROD1920,5,2024-09-01,Debit Card,0.19,text_True
SALE56463,CUST21803,PROD1202,90,2025-04-03,,0.28,True
SALE56464,CUSTOMER27365,PROD1051,7,2024-06-25,Cash,0.15,True
SALE56465,,PROD1454,7,2024-10-23,Credit Card,0.28,False
SALE56466,CUSTOMER11752,PROD1394,8,2025-03-13,Cash,0.07,True
SALE56467,cust15546,PROD1833,3,2025-07-13,Cash,0.02,True
SALE56468,CUSTOMER19833,PROD1557,6,2024-08-11,Credit Card,0.26,False
SALE56469,CUST29329,PROD1140,8,2024-12-16,PayPal,0.16,True
SALE56470,CUST17989,,7,2024-05-08,,0.07,True
SALE56471,CUST26439,PROD1840,6,2024-12-18,Debit Card,0.12,True
SALE56472,cust25066,PROD1001,5,2024-04-20,Debit Card,0.0,False
SALE56473,CUSTOMER12183,,7,2025-05-17,PayPal,0.11,True
SALE56474,CUSTOMER17061,PROD1325,6,2024-10-14,Debit Card,0.27,True
SALE56475,CUST27644,,5,2023-11-22,Credit Card,0.17,True
SALE56476,cust29659,PROD1883,1,2024-01-03,Cash,0.04,True
SALE56477,cust29607,,3,2024-04-26,Credit Card,0.1,True
SALE56478,CUSTOMER14662,PROD1408,6,2025-02-20,Debit Card,0.14,False
SALE56479,cust25022,PROD1024,2,2023-11-18,PayPal,0.09,True
SALE56480,CUST28614,PROD1144,1,01/01/2023,PayPal,0.07,False
SALE56481,cust17534,PROD1769,4,2024-07-18,Cash,0.02,False
SALE56482,CUST21086,PROD1285,7,2024-02-03,PayPal,0.22,True
SALE56483,CUSTOMER19216,PROD1282,2,2023-09-19,Credit Card,0.12,False
SALE56484,CUST18622,PROD1128,4,2025-07-30,Cash,0.21,True
SALE56485,cust18805,PROD1723,4,2025-05-13,Cash,0.28,
SALE56486,cust21031,PROD1123,1,2024-08-19,Debit Card,0.24,True
SALE56487,CUST27741,PROD1095,2,2024-09-09,Credit Card,0.24,True
SALE56488,CUSTOMER10762,PROD1495,9,2025-01-22,Credit Card,0.24,False
SALE56489,CUST21204,PROD1734,9,2024-11-21,Cash,0.23,True
SALE56490,CUST24341,PROD1233,1,2024-09-15,Credit Card,0.03,False
SALE56491,CUST16627,PROD1768,9,2025-03-22,Debit Card,0.04,False
SALE56492,CUST12037,,6,2025-07-29,Debit Card,0.29,True
SALE56493,CUST14089,PROD1515,2,2023-11-26,Credit Card,0.05,True
SALE56494,CUST29380,,1,2025-04-02,Credit Card,0.0,True
SALE56495,CUST29675,PROD1629,9,2025-03-07,Debit Card,0.16,True
SALE56496,CUST20563,PROD1394,9,2025-03-20,Debit Card,0.26,False
SALE56497,CUST14332,PROD1157,9,2025-02-11,Cash,0.17,True
SALE56498,CUST22969,PROD1750,9,2024-02-22,,0.3,False
SALE56499,CUST12455,PROD1461,6,2024-08-15,Credit Card,0.09,True
SALE56500,cust19084,,2,2024-05-21,Credit Card,0.27,True
SALE56501,CUST21552,PROD1255,2,2025-03-16,Credit Card,0.13,True
